name,latitude,longitude,population
Weiherhammer,49.63333,12.06667,4036
Zell am Main,49.81214,9.86962,4035
Krostitz,51.46208,12.4536,4033
Zolling,48.45,11.76667,4029
Bad Muskau,51.55051,14.7124,4027
Herzlake,52.6853,7.59946,4027
Eberhardzell,48.0,9.81667,4026
Bodenwöhr,49.27082,12.30146,4025
Schiltach,48.28932,8.34169,4025
Schwebheim,49.99036,10.24776,4023
Bad Elster,50.28192,12.2343,4021
Brück,52.19766,12.76868,4018
Rheinbrohl,50.5,7.33333,4017
Sprendlingen,49.86667,7.98333,4014
Liebenau,52.60362,9.09719,4009
Marktrodach,50.25,11.38333,4007
Biessenhofen,47.83057,10.64022,4006
Großrückerswalde,50.63333,13.11667,4005
Reichenberg,49.73193,9.91478,4004
Piesteritz,51.86956,12.59835,4000
Amstetten,48.57876,9.87388,3999
Baunach,49.98592,10.85179,3998
Krauschwitz,51.52153,14.71211,3998
Kühbach,48.49101,11.18691,3997
Bad Fredeburg,51.1893,8.30978,3995
Hirschfelde,50.94437,14.8851,3994
Lambrecht,49.37055,8.07264,3991
Moorrege,53.66667,9.66667,3988
Tespe,53.3964,10.41084,3987
Falkenhain,51.39888,12.87083,3987
Bad Überkingen,48.59991,9.79586,3987
Mietingen,48.18333,9.9,3986
Büchlberg,48.67112,13.521,3984
Utting am Ammersee,48.02608,11.08612,3983
Leubsdorf,50.8,13.16667,3981
Rothenbergen,50.19899,9.11179,3979
Achstetten,48.25886,9.89748,3978
Hohndorf,50.74044,12.68058,3976
Querum -  Wabenkamp,52.29462,10.56841,3974
Lauf,48.65,8.13333,3973
Winkelhaid,49.38963,11.29888,3971
Hecklingen,51.84705,11.53416,3969
Langenbernsdorf,50.75583,12.32669,3968
Nordbahnhof,52.27924,10.5247,3965
Winzer,48.72285,13.07751,3964
Greußen,51.22964,10.94422,3962
Hoya,52.80781,9.14028,3959
Falkenberg,48.46154,12.73049,3956
Dietingen,48.2048,8.64864,3953
Gernrode,51.72575,11.13876,3947
Ebelsbach,49.98572,10.67442,3946
Bad Münster am Stein-Ebernburg,49.81159,7.84523,3940
Kirchenlamitz,50.1519,11.94831,3939
Obing,48.00049,12.40528,3938
Adlkofen,48.55,12.26667,3934
Hallerndorf,49.75909,10.97946,3928
Hagen im Bremischen,53.35707,8.64341,3928
Rossau,51.0,13.06667,3925
Steinach,48.3,8.05,3924
Bad Köstritz,50.93032,12.01005,3924
Pausa,50.58172,11.99732,3924
Wäschenbeuren,48.75991,9.68735,3924
Hohenpeißenberg,47.8,11.0,3924
Neckarsteinach,49.40735,8.84342,3923
Leiblfing,48.77565,12.51793,3919
Lychen,53.21242,13.31483,3917
Messel,49.93833,8.74056,3916
Amelinghausen,53.12397,10.21274,3915
Johannesberg,50.03159,9.14252,3914
Kirchheim,50.83333,9.56667,3913
Ichtershausen,50.87602,10.97028,3910
Bürgerpark,52.25142,10.5284,3905
Alfhausen,52.5,7.95,3904
Bönningstedt,53.66667,9.91667,3903
Stützengrün,50.53333,12.53333,3900
Neufahrn,48.25587,12.44078,3899
Buchenberg,47.69593,10.23927,3898
Neudrossenfeld,50.01667,11.5,3895
Eschede,52.73494,10.2354,3894
Thallwitz,51.43333,12.68333,3894
Rennerod,50.6082,8.06697,3891
Süderbrarup,54.63333,9.78333,3887
Mehlingen,49.49136,7.85467,3882
Durbach,48.49352,8.01736,3880
Schondorf am Ammersee,48.05296,11.09138,3877
Eging,48.46328,12.18957,3876
Rickenbach,47.61895,7.97873,3875
Mulfingen,49.34028,9.80083,3874
Gosheim,48.1343,8.75426,3872
Kiedrich,50.03965,8.08531,3869
Steinwiesen,50.29444,11.46295,3869
Berga,50.75184,12.16445,3869
Schöllkrippen,50.08545,9.24697,3868
Breuna,51.41575,9.185,3866
Gerstungen,50.96667,10.06667,3865
Wurzbach,50.46357,11.53779,3864
Kreuzwertheim,49.76818,9.51819,3862
Neckartailfingen,48.61172,9.26371,3862
Untereisesheim,49.21111,9.20194,3861
Litzelstetten,47.71409,9.17307,3861
Lübtheen,53.30118,11.08368,3858
Mistelgau,49.9126,11.46586,3858
Nobitz,50.97621,12.48605,3858
Vacha,50.8279,10.02185,3856
Kruft,50.38333,7.33333,3854
Mascherode,52.22338,10.56653,3851
Aukrug,54.08333,9.78333,3846
Altenmünster,48.46495,10.59065,3846
Zaberfeld,49.05611,8.92694,3843
Obernzell,48.55485,13.63729,3843
Thierhaupten,48.56531,10.90862,3841
Neuhausen,47.83754,8.77449,3838
Osterwieck,51.9699,10.71042,3837
Upgant-Schott,53.51667,7.28333,3836
Wahrenholz,52.61667,10.6,3830
Badenweiler,47.80223,7.67236,3829
Sigmaringendorf,48.06586,9.26208,3827
Groß-Rohrheim,49.72111,8.48278,3822
Marklkofen,48.55,12.56667,3818
Mittelbiberach,48.08333,9.75,3818
Buggingen,47.8475,7.63799,3816
Wurmlingen,48.0,8.78333,3812
Sailauf,50.02461,9.25932,3811
Wiesa,50.61114,13.01377,3811
Börnsen,53.4762,10.2816,3810
Hohnstein,50.97991,14.11408,3806
Langerringen,48.1459,10.75894,3802
Gars,48.15386,12.27767,3802
Malschwitz,51.23759,14.52163,3800
Tittling,48.72619,13.38221,3800
Grünsfeld,49.60949,9.74725,3799
Kirchberg,49.94395,7.407,3797
Eschershausen,51.92664,9.64282,3794
Langewiesen,50.67252,10.97102,3793
Bitz,48.244,9.09144,3792
Ludwigsstadt,50.48605,11.38734,3790
Maroldsweisach,50.19578,10.66003,3788
Bad Kleinen,53.77134,11.47165,3787
Schlierbach,48.67362,9.51811,3784
Kanzlerfeld,52.28594,10.45671,3782
Ehekirchen,48.63333,11.1,3782
Pfaffing,48.05456,12.10917,3782
Wössingen,49.01205,8.60754,3781
Hettstadt,49.79944,9.815,3780
Deidesheim,49.40782,8.18445,3779
Happurg,49.49372,11.47119,3779
Kranichfeld,50.85446,11.20057,3779
Wasungen,50.6619,10.36947,3779
Langenwetzendorf,50.67884,12.09407,3774
Lauterhofen,49.3684,11.60294,3773
Göllheim,49.595,8.05083,3773
Berge,52.62326,7.7455,3772
Tegernsee,47.7123,11.7582,3770
Uttenweiler,48.15,9.61667,3770
Königswartha,51.31028,14.32797,3767
Goldberg,53.58878,12.08855,3767
Oberschöna,50.89759,13.25379,3764
Zschadrass,51.13828,12.81848,3763
Sankt Michaelisdonn,53.98333,9.11667,3762
Öhningen,47.66186,8.88674,3761
Lieblos,50.20789,9.1432,3761
Bad Bellingen,47.73147,7.55756,3759
Steinhöring,48.08679,12.0314,3759
Hebertsfelden,48.40596,12.82259,3756
Holzheim,48.51422,10.53057,3755
Langenbach,48.43333,11.85,3755
Gornau,50.75901,13.03731,3749
Mildenau,50.58689,13.07263,3749
Melverode,52.22969,10.52542,3748
Mertingen,48.65695,10.80557,3748
Donaustauf,49.03258,12.20459,3745
Hohenthann,48.66115,12.09251,3741
Lichtenau,49.15979,10.37935,3741
Schönwald,50.1997,12.08503,3741
Schönewalde,51.67901,13.60247,3740
Gau-Odernheim,49.78472,8.19417,3740
Ellingen,49.06076,10.96783,3738
Jemgum,53.26667,7.38333,3735
Raguhn,51.71167,12.27531,3732
Wehingen,48.14533,8.79151,3731
Ostheim,50.45996,10.23057,3729
Schöneck,50.39052,12.32731,3728
Deutsch Evern,53.2,10.43333,3727
Amendingen,48.00302,10.17918,3724
Heimenkirch,47.62959,9.90304,3723
Farchant,47.53036,11.11151,3722
Weißensee,51.19989,11.06914,3720
Hondelage,52.31444,10.60567,3719
Helmstadt-Bargen,49.31427,8.99712,3718
Tennenbronn,48.19041,8.35176,3717
Kreuth,47.64085,11.74485,3715
Oberrot,49.01444,9.66722,3713
Hofkirchen,48.67805,13.11917,3712
Bermatingen,47.73333,9.35,3711
Goldkronach,50.01086,11.6875,3711
Wurmannsquick,48.35334,12.78603,3710
Bahlingen,48.12064,7.73982,3709
Buch,48.22479,10.18055,3709
Sankt Egidien,50.78617,12.62395,3709
Penzing,48.07481,10.92745,3707
Bad Ditzenbach,48.5883,9.70393,3704
Gehren,50.64852,11.00471,3703
Guntersblum,49.7975,8.34556,3702
Marktbreit,49.66541,10.14811,3700
Kirchroth,48.95,12.55,3699
Bad Heilbrunn,47.74671,11.45934,3697
Mildstedt,54.46667,9.1,3697
Langenbrettach,49.22601,9.41842,3694
Föritz,50.34174,11.2318,3693
Sonnewalde,51.69223,13.6473,3692
Hirschhorn,49.44566,8.89594,3691
Diespeck,49.6,10.63333,3690
Heiligenstadt,49.86303,11.17185,3690
Ursensollen,49.40204,11.75503,3690
Marktleugast,50.17306,11.63389,3688
Markt Rettenbach,47.94733,10.39608,3688
Bissingen an der Teck,48.59915,9.49146,3687
Plate,53.55145,11.50927,3686
Viereth-Trunstadt,49.92222,10.77716,3684
Kirchdorf,48.07667,10.12629,3679
Waldalgesheim,49.95,7.83333,3676
Massenbachhausen,49.17778,9.04333,3676
Grainau,47.47614,11.02405,3674
Marktleuthen,50.13007,12.00226,3673
Langenlonsheim,49.9,7.9,3673
Simbach,48.56606,12.73888,3672
Mühlhausen-Ehingen,47.81102,8.81224,3669
Jeßnitz,51.68307,12.29992,3667
Dauchingen,48.08993,8.55011,3665
Schlier,47.77004,9.67354,3665
Weil,48.11717,10.92161,3664
Lützen,51.25671,12.14164,3664
Dorum,53.6879,8.56734,3658
Moorenweis,48.15561,11.07851,3652
Radibor,51.24481,14.39842,3651
Kirtorf,50.76942,9.10389,3649
Wyhl,48.16617,7.64917,3645
Bad Steben,50.36648,11.64438,3640
Erlau,51.00938,12.94549,3638
Michelfeld,49.0975,9.67861,3638
Meißenheim,48.41035,7.77266,3636
Marschacht,53.4152,10.37524,3635
Haldenwang,47.8,10.35,3634
Wallhausen,49.21042,10.06219,3630
Grafrath,48.11667,11.16667,3630
Ölbronn-Dürrn,48.96667,8.75,3627
Hausen,49.68945,11.03216,3625
Zahna,51.9141,12.78561,3623
Drage,53.41667,10.26667,3623
Hechthausen,53.64041,9.23942,3623
Halsbrücke,50.95,13.35,3619
Rott,47.92008,12.08771,3616
Tarmstedt,53.22505,9.07763,3616
Gräfenroda,50.74781,10.81063,3615
Schnelldorf,49.2,10.18333,3614
Welden,48.45505,10.66086,3614
Weischlitz,50.45,12.06667,3614
Bosau,54.09787,10.4357,3611
Wingst,53.73572,9.08054,3610
Orscholz,49.50593,6.52502,3609
Mirow,53.5051,11.50294,3609
Liebenau,51.49699,9.28207,3606
Bissingen,48.71694,10.61766,3605
Owschlag,54.39336,9.59243,3603
Niederaichbach,48.6,12.31667,3602
Neukieritzsch,51.14995,12.4109,3602
Großbothen,51.18784,12.75101,3602
Warngau,47.83217,11.72173,3600
Edemissen,52.38702,10.2614,3600
Kralenriede,52.30701,10.52834,3600
Priestewitz,51.25,13.51667,3598
Friedland,52.10493,14.26399,3597
Wiesenfelden,49.04066,12.54008,3596
Münchhausen,50.96081,8.71837,3594
Kirchberg an der Murr,48.94297,9.34083,3593
Werbach,49.67083,9.63944,3589
Bodenfelde,51.64044,9.55569,3588
Icking,47.95,11.43333,3586
Nickenich,50.41421,7.32728,3582
Satrup,54.69237,9.60549,3581
Risum-Lindholm,54.75802,8.86906,3581
Ursberg,48.26428,10.44594,3579
Rust,48.26667,7.73333,3577
Friolzheim,48.83333,8.83333,3575
Eschlkam,49.29883,12.91573,3575
Finnentrop,51.1736,7.9664,3575
Amerang,47.99139,12.30795,3574
Burgrieden,48.23333,9.93333,3573
Frankenau,51.09269,8.93447,3572
Schnaitsee,48.06667,12.36667,3571
Oberjettingen,48.57468,8.77636,3571
Dargun,53.9009,12.85014,3570
Owen,48.58742,9.44978,3569
Neckarwestheim,49.04694,9.19,3568
Epfendorf,48.25,8.6,3566
Stadtsteinach,50.16433,11.50349,3563
Anrode,51.26667,10.33333,3562
Geisa,50.71465,9.95075,3561
Zornheim,49.89,8.22472,3559
Hohentengen,47.57005,8.4325,3556
Warmsen,52.45695,8.84949,3552
Sohren,49.93333,7.31667,3551
Mönkeberg,54.35,10.18333,3551
Spraitbach,48.88065,9.76217,3550
Rötz,49.34316,12.52963,3548
Unterwössen,47.73333,12.46667,3545
Weißenstadt,50.10217,11.88849,3545
Riegel,48.15111,7.74915,3544
Mötzingen,48.5332,8.77447,3542
Konradsreuth,50.26667,11.85,3540
Eisingen,49.75972,9.83111,3539
Bornhöved,54.06667,10.23333,3537
Hohenau,48.84983,13.48825,3536
Carlsberg,49.50389,8.04167,3536
Sankt Katharinen,50.58333,7.38333,3534
Floß,49.72395,12.27593,3534
Anzing,48.15171,11.8533,3531
Himmelkron,50.06667,11.6,3531
Plößberg,49.91977,11.86883,3531
Amtzell,47.7,9.75,3530
Spreenhagen,52.34325,13.87663,3530
Wasserlosen,50.09476,10.03017,3524
Schildau,51.45721,12.93024,3522
Steinbach,50.15328,11.65055,3522
Halblech,47.63155,10.82024,3521
Bad Klosterlausnitz,50.91667,11.86667,3521
Seebad Heringsdorf,53.95379,14.16852,3517
Eching,48.5,12.06667,3516
Thaleischweiler-Fröschen,49.26667,7.58333,3515
Burgstetten,48.92805,9.37239,3515
Albersdorf,54.15,9.28333,3514
Annaburg,51.73298,13.04729,3512
Vettelschoß,50.61667,7.35,3510
Petritor - West,52.26609,10.49382,3508
Glattbach,50.0076,9.1499,3506
Loiching,48.61667,12.43333,3506
Breitenbrunn,49.36388,12.02013,3506
Schwangau,47.57722,10.73416,3505
Claußnitz,50.93333,12.88333,3505
Luhe-Wildenau,49.58367,12.14921,3505
Belgershain,51.23333,12.55,3503
Groß Grönau,53.8,10.75,3502
Bösingen,48.23333,8.55,3501
Tiefenbach,48.5,12.1,3501
Schwindegg,48.27155,12.25978,3501
Mansfeld,51.59234,11.45223,3501
Nesselwang,47.62342,10.50243,3498
Mauer,49.34083,8.80028,3498
Biberbach,48.51778,10.81139,3492
Beuren,48.56927,9.40406,3492
Stammham,48.29604,11.86961,3487
Langenenslingen,48.14851,9.37765,3486
Rodenbach,49.57414,8.10695,3485
Klein-Winternheim,49.93833,8.21194,3485
Oberaula,50.85,9.46667,3481
Urmitz,50.41667,7.51667,3480
Bischoffen,50.7,8.45,3478
Oranienbaum,51.7986,12.40583,3476
Göda,51.178,14.31951,3476
Rimsting,47.88078,12.33713,3476
Mühlheim am Bach,48.37863,8.69735,3476
Notzingen,48.67076,9.45721,3475
Bärnau,49.81079,12.43318,3475
Hildrizhausen,48.62423,8.96605,3474
Wallerstein,48.88741,10.47591,3473
Forstinning,48.16866,11.91244,3473
Gilserberg,50.95,9.06667,3470
Gatow,52.48324,13.18285,3469
Polling,48.21667,12.56667,3465
Dahlenburg,53.18767,10.7365,3465
Warin,53.80026,11.70504,3465
Wackersberg,47.73333,11.55,3463
Stauchitz,51.2435,13.21437,3463
Laberweinting,48.8,12.31667,3463
Neuhaus-Schierschnitz,50.31237,11.24019,3460
Hasloh,53.69471,9.91682,3460
Hoisdorf,53.65,10.31667,3460
Bergtheim,49.9,10.06667,3460
Randersacker,49.76021,9.98277,3459
Joachimsthal,52.97945,13.74493,3459
Fürstenstein,48.71667,13.33333,3459
Aiterhofen,48.84659,12.62012,3454
Niederorschel,51.37222,10.42372,3453
Krakow am See,53.65163,12.27034,3450
Münchenbernsdorf,50.82114,11.93226,3450
Windach,48.06667,11.03333,3449
Kirchenthumbach,49.74866,11.72542,3448
Lebus,52.42719,14.53235,3447
Kisdorf,53.81667,10.01667,3445
Ahlbeck,53.66972,14.18622,3444
Eigeltingen,47.85802,8.89784,3444
Colbitz,52.31708,11.60534,3443
Wolfegg,47.8203,9.79491,3440
Benediktbeuern,47.70624,11.41522,3437
Kleinheubach,49.72109,9.21346,3436
Münstermaifeld,50.24638,7.36208,3435
Rautheim,52.2402,10.58696,3434
Wilhelmsfeld,49.47056,8.75361,3433
Freden,51.92771,9.8935,3428
Brome,52.60019,10.93754,3428
Schernberg,51.32774,10.76928,3427
Bockhorn,48.31471,11.98694,3425
Trierweiler,49.76231,6.55987,3424
Steinigtwolmsdorf,51.06314,14.3454,3422
Cadenberge,53.76926,9.06269,3421
Neuental,51.0,9.21667,3420
Heßdorf,49.62728,10.91002,3419
Freiensteinau,50.42509,9.40267,3416
Palling,48.00204,12.63702,3416
Großharthau,51.10694,14.09911,3415
Bad Holzhausen,52.28971,8.53954,3415
Jandelsbrunn,48.73333,13.7,3408
Hamm (Sieg),50.76531,7.67761,3406
Großweitzschen,51.15845,13.04517,3405
Buch,48.65234,12.16311,3405
Dipperz,50.54333,9.79586,3405
Dänischenhagen,54.42775,10.12596,3402
Michelbach an der Bilz,49.07028,9.7625,3401
Neuhaus am Inn,48.46086,13.42083,3398
Türkenfeld,48.10531,11.08303,3397
Barchfeld,50.82872,11.17955,3397
Haina,51.02774,8.97441,3395
Eystrup,52.77935,9.21315,3394
Türnich,50.85892,6.75535,3393
Pillnitz,51.0073,13.87565,3392
Redwitz an der Rodach,50.17323,11.20833,3392
Burgoberbach,49.23333,10.58333,3391
Bempflingen,48.57178,9.26834,3390
Biberach,48.33333,8.03333,3382
Lamstedt,53.63333,9.1,3380
Malsch,49.24722,8.68278,3378
Meckenheim,49.40444,8.23917,3376
Siegenburg,48.75421,11.84831,3376
Viewegs Garten,52.25847,10.5381,3374
Zschepplin,51.5,12.6,3373
Simmelsdorf,49.59775,11.33901,3372
Rohr,49.34112,10.88981,3372
Ettringen,48.1,10.65,3372
Sasbach,48.13837,7.61576,3369
Ohlstadt,47.63333,11.23333,3368
Uckerath,50.73015,7.36921,3367
Schalkau,50.39536,11.00732,3367
Au am Rhein,48.95,8.23333,3365
Frauenstein,50.80279,13.5379,3364
Buchenbach,47.96138,8.00909,3364
Offenberg,48.86195,12.86293,3364
Bodenmais,49.06667,13.1,3362
Gnoien,53.9687,12.71099,3362
Nieder-Florstadt,50.3162,8.86166,3359
Melbeck,53.18333,10.4,3358
Behringen,50.77283,11.01403,3358
Rohr,48.76768,11.97152,3357
Gensingen,49.9,7.93333,3355
Falkenstein,49.0975,12.48802,3354
Fränkisch-Crumbach,49.74611,8.85861,3353
Hunderdorf,48.89162,12.67382,3352
Wildflecken,50.37764,9.91092,3352
Bürgel,50.94217,11.75635,3351
Sülfeld,53.8,10.23333,3349
Sachsen bei Ansbach,49.28999,10.65971,3349
Straßkirchen,48.83071,12.72105,3348
Rinchnach,48.94956,13.20102,3348
Wesenberg,53.2803,12.96936,3346
Schrecksbach,50.83333,9.28333,3343
Schuttertal,48.26667,7.95,3343
Grafenrheinfeld,50.0,10.2,3342
Eberstadt,49.18028,9.32111,3336
Lindow,52.96689,12.98498,3336
Jevenstedt,54.23333,9.66667,3332
Burgbrohl,50.45463,7.2772,3332
Höpfingen,49.6025,9.42861,3331
Weidhausen bei Coburg,50.20354,11.14006,3331
Rickling,54.01667,10.16667,3328
Kettig,50.4,7.46667,3325
Neuhausen,50.67647,13.4675,3325
Burtenbach,48.34051,10.4528,3323
Ellhofen,49.14667,9.32194,3321
Illerrieden,48.27017,10.05155,3320
Poppenricht,49.47557,11.79778,3319
Thalmassing,48.91167,12.155,3317
Bismark,52.66195,11.55638,3313
Ottenhofen,48.7356,8.12981,3311
Selsingen,53.37329,9.21289,3310
Jöhstadt,50.51229,13.0946,3310
Vordorf,52.36522,10.52035,3310
Birkenheide,49.48139,8.26194,3309
Mettenheim,48.26667,12.46667,3307
Kobern-Gondorf,50.3023,7.45612,3306
Eußenheim,49.98589,9.80899,3302
Niedersachswerfen,51.55062,10.76594,3301
Lohmen,50.98831,14.00268,3298
Buckenhof,49.59324,11.05044,3296
Eicklingen,52.55037,10.18439,3292
Gundelsheim,49.93708,10.9199,3292
Lustadt,49.24476,8.27407,3291
Seukendorf,49.48844,10.87999,3287
Alling,48.14034,11.30144,3286
Ortenberg,48.45158,7.97178,3284
Königheim,49.62028,9.59583,3283
Geising,50.75742,13.79278,3283
Plessa,51.46667,13.61667,3283
Otterstadt,49.37222,8.44778,3282
Altenstadt,47.82359,10.87475,3282
Elterlein,50.57663,12.86836,3282
Neumark,50.6601,12.35619,3281
Mettlach,49.49489,6.58562,3279
Baddeckenstedt,52.08333,10.23333,3278
Fridingen an der Donau,48.01955,8.92322,3276
Hagen,52.26787,10.52533,3275
Scharnebeck,53.29237,10.50188,3275
Lauben,47.78333,10.3,3274
Reinsberg,51.00823,13.36542,3273
Albertstadt,51.08333,13.76667,3269
Pettendorf,49.35475,12.35926,3268
Westhofen,49.70444,8.24806,3268
Ulmen,50.20943,6.97941,3265
Hauswalde,51.15212,14.0863,3265
Künzing,48.66667,13.08333,3262
Waggum,52.32632,10.55803,3259
Hilgertshausen-Tandern,48.4296,11.35428,3258
Ulrichstein,50.5755,9.19272,3258
Biberach,48.61008,8.27704,3257
Wünschendorf,50.79662,12.09824,3257
Margetshöchheim,49.8375,9.86389,3256
Dermbach,50.71383,10.11839,3254
Hordel,51.49784,7.1762,3252
Egenhofen,48.28333,11.16667,3252
Graben,48.18732,10.82222,3250
Marksuhl,50.91667,10.2,3250
Holzweißig,51.59819,12.30842,3250
Gerolsbach,48.49283,11.36149,3244
Zarrentin,53.55075,10.9155,3243
Dassow,53.91096,10.97551,3242
Buttenheim,49.80365,11.03002,3242
Herdwangen-Schönach,47.85,9.2,3240
Bischofsmais,48.91796,13.08184,3240
Tüßling,48.21218,12.59954,3240
Wasserburg,48.44105,10.2693,3238
Höhn,50.61667,7.98333,3238
Jarmen,53.92385,13.34032,3238
Fraunberg,48.36667,12.0,3236
Furth,48.40616,12.38121,3236
Auma,50.70044,11.89958,3235
Großolbersdorf,50.7,13.08333,3234
Rositz,51.01728,12.36354,3232
Klütz,53.9647,11.16367,3229
Neuweiler,48.66667,8.6,3229
Polling,47.81102,11.13241,3228
Sankt Kilian,50.52749,10.76301,3226
Villingendorf,48.2,8.58333,3226
Veilsdorf,50.40876,10.80947,3225
Lamspringe,51.96071,10.01105,3223
Stromberg,50.45779,7.60041,3221
Weyarn,47.85838,11.79923,3217
Prichsenstadt,49.81933,10.34773,3216
Legau,47.85628,10.12981,3215
Rieden an der Kötz,48.38499,10.25711,3213
Hillesheim,50.29177,6.66963,3210
Neuburg,47.77056,10.35563,3209
Wangen,48.72933,9.61175,3209
Vollersode,53.33333,8.91667,3209
Staig,48.29998,9.99138,3205
Bad Salzschlirf,50.62388,9.50815,3204
Altstadt,53.62805,11.41582,3202
Saara,50.93284,12.42096,3199
Zingst,54.43572,12.6888,3198
Merenberg,50.50707,8.19194,3198
Teuchern,51.12094,12.0241,3197
Rieste,52.48333,8.01667,3196
Moos,47.72439,8.93479,3195
Lauterbach/Schwarzwald,48.22999,8.3424,3193
Braubach,50.2736,7.64508,3192
Mundelsheim,49.00083,9.20778,3191
Herleshausen,51.00629,10.16731,3189
Geroldsgrün,50.33333,11.6,3189
Alteglofsheim,48.91667,12.2,3187
Pfaffroda,50.86134,12.51497,3187
Pürgen,48.02472,10.92213,3186
Sexau,48.10209,7.90757,3186
Weilheim,47.66667,8.23333,3185
Wusterwitz,52.36666,12.38488,3184
Eichstetten,48.09427,7.74244,3184
Gondelsheim,49.05917,8.65833,3183
Sand,49.98585,10.5862,3181
Andechs,47.97464,11.18279,3181
Bolheim,48.63141,10.14995,3180
Ascheberg,54.15027,10.34552,3178
Ohlsbach,48.43222,7.99384,3176
Elstra,51.22172,14.13201,3176
Surberg,47.86667,12.7,3176
Jesewitz,51.42276,12.56312,3174
Krölpa,50.67743,11.53848,3174
Mönchweiler,48.1004,8.42219,3173
Hodenhagen,52.76506,9.59495,3168
Bischweier,48.83766,8.28412,3167
Waischenfeld,49.84645,11.3481,3167
Nentershausen,51.01667,9.93333,3166
Ferdinandshof,53.66124,13.88724,3165
Heiligkreuzsteinach,49.48333,8.795,3164
Dommitzsch,51.64071,12.8794,3163
Essenheim,49.93056,8.15556,3161
Hasselfelde,51.69051,10.85373,3159
Schwalmtal,50.68333,9.21667,3159
Wiesenbach,49.36139,8.80361,3158
Euerbach,50.06199,10.13695,3158
Gaienhofen,47.68333,8.98333,3157
Höckendorf,51.22423,13.90935,3156
Ebeleben,51.28283,10.72999,3155
Sollstedt,51.30976,10.4881,3154
Allstedt,51.40379,11.38689,3153
Urbar,50.38333,7.63333,3152
Brietlingen,53.33333,10.45,3150
Dassendorf,53.49532,10.35987,3148
Glauburg,50.31667,9.0,3147
Wesselburen,54.21217,8.92419,3146
Neuenmarkt,50.09193,11.58033,3145
Wernshausen,50.72404,10.35086,3143
Herbsleben,51.11667,10.83333,3140
Brüel,53.73719,11.71471,3140
Erolzheim,48.09001,10.073,3140
Bodnegg,47.71014,9.68841,3136
Ilfeld,51.5757,10.78469,3134
Zöblitz,50.65912,13.22981,3134
Merching,48.24594,10.9853,3133
Dieskau,51.43553,12.04035,3133
Wegeleben,51.88376,11.17347,3132
Kritzmow,54.05237,12.05311,3132
Dietersburg,48.49249,12.92499,3132
Grub,50.10285,11.92904,3129
Stimpfach,49.06135,10.09274,3129
Oberwesel,50.10777,7.72522,3128
Buchbach,48.31231,12.27343,3128
Demitz-Thumitz,51.14149,14.24719,3128
Waldenburg,49.18468,9.63994,3127
Langenhorn,54.66667,8.91667,3126
Marquartstein,47.75857,12.46219,3125
Burgberg,47.53657,10.28883,3124
Weichs,48.38333,11.41667,3123
Bühlertann,49.04167,9.90861,3123
Probstzella,50.53333,11.38333,3122
Rackwitz,51.43333,12.38333,3118
Wellendingen,48.14745,8.70375,3117
Eslarn,49.58345,12.52156,3117
Kelbra,51.43528,11.04143,3117
Budestecy,51.12083,14.44065,3116
Duingen,52.00449,9.69578,3116
Rudelzhausen,48.6,11.76667,3114
Wischhafen,53.78333,9.31667,3110
Weißenbrunn,50.2,11.35,3110
Asendorf,52.77219,9.00489,3108
Katharinenberg,51.18137,10.26084,3107
Lehrberg,49.34568,10.51101,3104
Wallenfels,50.2685,11.47058,3101
Kefenrod,50.34475,9.21141,3101
Putlitz,53.24899,12.04179,3100
Schweina,50.82502,10.33788,3098
Holm,53.61667,9.66667,3094
Reinhardtsgrimma,50.8927,13.75534,3094
Bergatreute,47.85,9.75,3093
Boxberg,51.40373,14.57598,3093
Orsingen-Nenzingen,47.84272,8.95909,3093
Hollenstedt,53.36667,9.71667,3092
Röblingen am See,51.45944,11.68231,3092
Mecklenburg,53.8427,11.4633,3088
Wustrow,52.9237,11.12846,3086
Bodolz,47.56667,9.66667,3086
Trippstadt,49.35935,7.7748,3085
Themar,50.50465,10.61536,3083
Sankt Goar,50.14878,7.7072,3083
Stephansposching,48.81667,12.8,3080
Dirmstein,49.56333,8.24472,3080
Irschenberg,47.83333,11.91667,3079
Grünkraut,47.74417,9.65588,3078
Bad Schandau,50.91743,14.15494,3078
Ellefeld,50.48367,12.3888,3077
Mitwitz,50.25111,11.20818,3076
Ruderting,48.65,13.41667,3074
Hanerau-Hademarschen,54.13333,9.41667,3074
Romrod,50.71341,9.2201,3073
Rietschen,51.4,14.78333,3072
Löwenstein,49.09558,9.38,3070
Weißenberg,51.19644,14.65874,3067
Altdöbern,51.65,14.03333,3067
Karlshagen,54.11107,13.83193,3066
Gimbsheim,49.77778,8.375,3066
Garding,54.33056,8.78056,3065
Hohburg,51.41168,12.80508,3061
Harthausen,49.29417,8.345,3061
Schkopau,51.39186,11.95224,3060
Oppach,51.06667,14.5,3060
Lichtenberg,50.83492,13.42478,3060
Buxheim,48.0,10.13333,3060
Pfatter,48.96309,12.38254,3059
Neudietendorf,50.9125,10.91346,3059
Walheim,49.01417,9.15111,3057
Burgbernheim,49.45103,10.32385,3055
Mommenheim,49.88028,8.265,3053
Bad Teinach-Zavelstein,48.69051,8.69285,3053
Brotterode,50.82412,10.44446,3052
Büddenstedt,52.17035,11.01877,3051
Tuningen,48.03333,8.6,3050
Ziemetshausen,48.29244,10.53503,3049
Mohlsdorf,50.66974,12.26519,3049
