name,latitude,longitude,population
Wetter,50.90254,8.72366,8841
Frickenhausen,48.59353,9.36005,8841
Willebadessen,51.62564,9.03694,8821
Hemmoor,53.68702,9.15492,8817
Mendig,50.36667,7.28333,8813
Altlandsberg,52.56503,13.72815,8804
Waldenbuch,48.6383,9.13256,8803
Lienen,52.15,7.98333,8797
Huy-Neinstedt,51.96585,10.91457,8797
Garching an der Alz,48.13451,12.58152,8796
Schaafheim,49.92417,9.00944,8784
Freisen,49.55,7.25,8778
Blankenheim,50.43333,6.65,8770
Großenlüder,50.5925,9.54231,8768
Kirn,49.78912,7.45765,8762
Osthofen,49.70382,8.32419,8758
Borgholzhausen,52.10343,8.30211,8754
Naunhof,51.2777,12.58827,8753
Niebüll,54.78663,8.82854,8752
Neuötting,48.24102,12.68998,8741
Meßkirch,47.99457,9.11479,8736
Faldera,54.06128,9.94838,8734
Bad Endbach,50.75,8.5,8734
Mittenwalde,52.26007,13.53945,8730
Elsenfeld,49.84289,9.16355,8727
Schömberg,48.78713,8.64495,8725
Bayenthal,50.91218,6.96799,8714
Dörentrup,52.04109,9.00278,8713
Weilmünster,50.43143,8.37673,8704
Bad Bevensen,53.07923,10.58129,8700
Berching,49.10695,11.44138,8696
Schellerten,52.1853,10.10227,8694
Schwarzenbruck,49.35778,11.24333,8690
Taufkirchen,48.34987,12.13202,8690
Treuenbrietzen,52.09754,12.87258,8675
Viechtach,49.08001,12.88566,8653
Ahrensbök,54.00862,10.57434,8643
Hermannsburg,52.83254,10.08957,8634
Hemau,49.05399,11.78195,8627
Sontra,51.07171,9.93558,8624
Hardegsen,51.65227,9.8305,8621
Uedem,51.6652,6.27371,8619
Sonsbeck,51.60741,6.37916,8604
Kißlegg,47.78894,9.88383,8604
Liederbach,50.12221,8.49397,8602
Haibach,49.96444,9.20722,8600
Budenheim,50.01667,8.16667,8598
Urbach,48.8168,9.5769,8593
Hohenbrunn,48.04785,11.70224,8590
Pullach im Isartal,48.06122,11.52148,8589
Hellenthal,50.48333,6.43333,8582
Zorneding,48.08433,11.82446,8581
Freystadt,49.20007,11.33032,8555
Wissen,50.77915,7.73466,8547
Rimbach,49.625,8.76306,8537
Weida,50.77449,12.06028,8528
Daun,50.19716,6.82942,8523
Laufenburg,47.56512,8.06045,8515
Nörten-Hardenberg,51.62878,9.93593,8514
Nieder-Olm,49.91166,8.20533,8511
Dornstadt,48.46697,9.94434,8502
Ichenhausen,48.37119,10.30706,8499
Coswig,51.88618,12.45009,8495
Bellheim,49.19833,8.27944,8494
Borsdorf,51.35,12.53333,8489
Hallstadt,49.92901,10.87539,8485
Nittenau,49.19425,12.26741,8478
Beeskow,52.17291,14.24597,8468
Titz,51.00619,6.42477,8461
Stöckheim,52.21055,10.52216,8460
Groß Kreutz,52.40281,12.7794,8453
Warnemünde,54.1767,12.08402,8441
Naila,50.33034,11.70463,8441
Rain,48.69029,10.91611,8438
Bad Griesbach,48.45181,13.19329,8431
Dannenberg,53.0967,11.09001,8413
Arnstein,49.97767,9.96983,8409
Kleinostheim,50.0,9.06667,8409
Gomaringen,48.45349,9.09582,8400
Kandel,49.08277,8.1972,8385
Mainaschaff,49.98167,9.09,8382
Colditz,51.12821,12.80295,8374
Friesdorf,50.69608,7.12874,8373
Oberkochen,48.78379,10.10519,8373
Söhlde,52.18898,10.23239,8361
Wilhelmitor - Süd,52.25117,10.51133,8348
Staufenberg,50.66197,8.73158,8346
Schwaig,49.46955,11.20064,8340
Reinfeld,53.83184,10.49126,8340
Spelle,52.36667,7.46667,8327
Meinersen,52.47436,10.35247,8322
Bad Schussenried,48.00468,9.65741,8319
Möckmühl,49.3249,9.35837,8304
Paulsstadt,53.63283,11.40372,8299
Großbottwar,49.00147,9.29348,8294
Kusterdingen,48.52291,9.11977,8282
Küps,50.19265,11.27599,8282
Algermissen,52.25332,9.96915,8280
Medebach,51.19713,8.70635,8276
Heek,52.11667,7.1,8272
Neresheim,48.75511,10.33041,8271
Wetzendorf,49.47056,11.04148,8268
Hilzingen,47.76667,8.78333,8258
Bad Sachsa,51.59499,10.55546,8244
Neunkirchen am Brand,49.61204,11.12967,8243
Frielendorf,50.97073,9.32269,8239
Schnaittach,49.55958,11.34328,8238
Selters,50.51681,8.28953,8235
Efringen-Kirchen,47.65,7.56667,8235
Schonungen,50.05008,10.30809,8230
Siegsdorf,47.82278,12.64277,8230
Wietze,52.65,9.83333,8216
Dornstetten,48.47198,8.49817,8215
Ilsfeld,49.05548,9.24598,8214
Wriezen,52.72091,14.13425,8213
Langenberg,51.77206,8.31809,8207
Malchin,53.7399,12.76539,8202
Althengstett,48.72325,8.79434,8201
Essen,52.72258,7.9371,8185
Roetgen,50.65,6.2,8177
Hausham,47.7466,11.84069,8177
Mühlhausen,49.24861,8.72667,8176
Neunburg vorm Wald,49.34782,12.38621,8172
Schöppingen,52.1,7.23333,8165
Laage,53.9256,12.34694,8156
Heiden,51.83333,6.93333,8147
Bützow,53.84832,11.98256,8146
Bühlertal,48.68569,8.18876,8144
Lengenfeld,50.5694,12.36408,8141
Aspach,48.96667,9.4,8131
Wilhelmsruh,52.5871,13.36855,8123
Wenzenbach,49.07561,12.19954,8101
Ottobeuren,47.9413,10.29971,8095
Moritzburg,51.15922,13.68021,8085
Ramstein-Miesenbach,49.44452,7.55533,8078
Hallbergmoos,48.32747,11.75142,8074
Kandern,47.71393,7.66237,8070
Ballenstedt,51.719,11.23265,8064
Heikendorf,54.36667,10.2,8056
Allersberg,49.25132,11.23659,8054
Oberstenfeld,49.02611,9.32083,8046
Reichenbach an der Fils,48.71011,9.46429,8046
Dietmannsried,47.80787,10.28948,8044
Zell,48.69235,8.06301,8043
Uhldingen-Mühlhofen,47.73333,9.25,8013
Kirchheimbolanden,49.66249,8.01513,8006
Mittenwald,47.4422,11.26187,7996
Münnerstadt,50.24636,10.20187,7987
Frohburg,51.05719,12.55746,7983
Simmern,49.98198,7.52351,7979
Niederwerrn,50.06149,10.1827,7974
Elz,50.41667,8.03333,7972
Sternschanze,53.56248,9.96566,7965
Egestorf,52.28568,9.51676,7959
Bersenbrück,52.5516,7.94836,7958
Lenningen,48.55048,9.47674,7955
Löffingen,47.88405,8.34384,7939
Strullendorf,49.84429,10.97208,7926
Kellinghusen,53.95202,9.71959,7921
Rülzheim,49.15312,8.29287,7917
Lugau,50.73843,12.74861,7907
Coppenbrügge,52.11852,9.5487,7901
Nettersheim,50.49372,6.62896,7901
Wettringen,52.20939,7.31895,7897
Burkardroth,50.27125,9.99162,7893
Pfronten,47.5822,10.54962,7890
Gundelfingen,48.55347,10.37223,7889
Gedern,50.42482,9.1984,7879
Schipkau,51.51766,13.89738,7876
Homberg,50.73108,8.99644,7863
Oststeinbek,53.54321,10.16939,7858
Grömitz,54.15,10.96667,7847
Winterbach,48.79918,9.47914,7844
Neuendettelsau,49.28333,10.78333,7836
Kressbronn am Bodensee,47.5976,9.59707,7834
Gräfenhainichen,51.72892,12.45651,7833
Falkenberg,51.58557,13.24347,7830
Wachtendonk,51.40916,6.33894,7823
Radeburg,51.21516,13.7281,7812
Hohberg,48.3227,7.89972,7809
Altrip,49.43556,8.49472,7802
Bruchmühlbach-Miesau,49.38333,7.43333,7800
Hermsdorf,50.89694,11.85549,7800
Waldeck,51.20618,9.06286,7785
Neunkirchen am Main,49.923,11.64793,7784
Neuenbürg,48.84516,8.59574,7780
Heinersdorf,52.57173,13.43757,7779
Staufen,47.75686,8.21078,7779
Salach,48.69198,9.73715,7778
Werneuchen,52.63275,13.73437,7767
Calden,51.40943,9.40189,7752
Herrieden,49.23779,10.5035,7751
Hüfingen,47.92543,8.48831,7747
Bad Berka,50.89982,11.28245,7744
Nierstein,49.87003,8.33647,7729
Wustermark,52.55,12.95,7729
Fürstenzell,48.52163,13.31749,7719
Meldorf,54.09182,9.0687,7719
Rimpar,49.85692,9.95705,7718
Friedrichstadt,51.88751,12.66947,7717
Weissach,48.84687,8.92828,7712
Molbergen,52.85805,7.92548,7709
Bordesholm,54.17611,10.03146,7709
Wabern,51.1,9.35,7708
Rottenburg an der Laaber,48.70233,12.02717,7702
Berchtesgaden,47.63236,13.00187,7698
Grasberg,53.18333,8.98333,7697
Wahn-Heide,50.85891,7.10662,7692
Trittau,53.61667,10.4,7688
Erndtebrück,50.98927,8.25288,7685
Inden,50.84306,6.36004,7683
Sohland,51.04089,14.41897,7682
Hemmingen,48.86667,9.03333,7670
Wörrstadt,49.84861,8.12417,7668
Ilvesheim,49.47404,8.5674,7667
Gerolstein,50.22224,6.65984,7664
Stockstadt am Main,49.97005,9.07153,7663
Heidberg,52.22735,10.531,7661
Herscheid,51.17901,7.74355,7658
Langweid,48.49095,10.8531,7653
Ehningen,48.65882,8.94124,7652
Namborn,49.52166,7.1407,7642
Bad Bergzabern,49.10245,8.00092,7641
Detmerode,52.39016,10.7448,7640
Weißenthurm,50.41719,7.45072,7639
Rodalben,49.2394,7.63962,7638
Bad Blankenburg,50.68189,11.27369,7625
Dittelbrunn,50.07212,10.21974,7620
Neukirchen,50.86906,9.34655,7620
Nordholz,53.78448,8.61354,7616
Eiterfeld,50.76667,9.8,7613
Raisdorf,54.28127,10.24915,7611
Reisbach,48.57008,12.62799,7610
Groitzsch,51.15536,12.28279,7607
Bous,49.27732,6.80131,7605
Salzbergen,52.33333,7.35,7602
Grünheide,52.42343,13.81324,7599
Leck,54.76667,8.98333,7593
Aldingen,48.1,8.7,7589
Bunde,53.18333,7.26667,7588
Nossen,51.05798,13.29652,7588
Katlenburg-Lindau,51.68333,10.1,7581
Woltersdorf,52.45554,13.74986,7581
Rodewisch,50.53083,12.41329,7577
Weikersheim,49.47866,9.89977,7569
Roßwein,51.06589,13.18308,7568
Kremmen,52.76216,13.02515,7567
Untergruppenbach,49.0894,9.27516,7567
Gundelsheim,49.2833,9.16037,7551
Hengersberg,48.77255,13.05485,7551
Vohenstrauß,49.62383,12.33808,7550
Heuchelheim,50.58333,8.63333,7541
Forst,49.15861,8.58083,7539
Bischofswiesen,47.63115,12.98305,7535
Kuppenheim,48.82794,8.25417,7533
Krailling,48.1,11.4,7528
Bad Herrenalb,48.79787,8.43617,7521
Neukirchen,50.77955,12.86755,7517
Langenargen,47.59858,9.54163,7513
Hardheim,49.61194,9.47194,7513
Moringen,51.69915,9.87107,7513
Bösel,53.0,7.95,7511
Greifenstein,50.61667,8.3,7507
Waldsassen,50.00167,12.30434,7505
Garbsen-Mitte,52.42659,9.60383,7500
Uetze,52.46511,10.20467,7500
Ergoldsbach,48.69263,12.20442,7482
Pleinfeld,49.10473,10.98194,7482
Bönnigheim,49.04018,9.09386,7477
Siegfriedviertel,52.28854,10.53257,7477
Stolzenau,52.51667,9.06667,7473
Berg,49.81417,12.14161,7472
Kötzting,49.17649,12.85515,7471
Neuried,48.09322,11.46561,7469
Bad Endorf,47.90901,12.29795,7465
Knittlingen,49.02487,8.75606,7454
Ostseebad Kühlungsborn,54.15035,11.75994,7453
Schulzendorf,52.35818,13.59842,7452
Nordheim,49.10861,9.12778,7440
Dallgow-Döberitz,52.54269,13.05837,7439
Heroldsberg,49.53247,11.15551,7429
Kahla,50.80651,11.58516,7422
Königsbronn,48.74317,10.11193,7420
Lauchringen,47.62699,8.31442,7416
Rauenberg,49.26943,8.70344,7411
Teublitz,49.22289,12.08727,7405
Großalmerode,51.25858,9.7845,7393
Waldmünchen,49.37804,12.70905,7392
Malchow,53.47477,12.4221,7384
Abtsgmünd,48.89503,10.00172,7381
Albbruck,47.59077,8.12954,7372
Aldenhoven,50.9,6.28333,7364
Kreiensen,51.85363,9.96481,7359
Postbauer-Heng,49.30528,11.35722,7358
Holle,52.08721,10.16012,7349
Immenhausen,51.42763,9.48017,7348
Schierling,48.83422,12.13946,7347
Baienfurt,47.82857,9.65157,7342
Oebisfelde,52.43421,10.98786,7341
Villmar,50.39287,8.1931,7334
Ransbach-Baumbach,50.46496,7.7283,7327
Neuhofen,49.42778,8.42472,7326
Ober-Saulheim,49.86376,8.13526,7325
Lemwerder,53.16667,8.61667,7325
Lützelbach,49.74233,8.76687,7321
Ortenburg,48.54597,13.2225,7317
Annweiler am Trifels,49.20613,7.97527,7316
Waldstetten,48.76615,9.82135,7316
Großröhrsdorf,51.14528,14.01917,7306
Bad Brückenau,50.30853,9.78985,7304
Bad Rothenfelde,52.11667,8.16667,7299
Faßberg,52.9,10.16667,7299
Reichertshofen,48.65775,11.46612,7298
Erzhausen,49.95528,8.6475,7297
Zwingenberg,49.72389,8.61084,7291
Bomlitz,52.9,9.65,7287
Neustadt an der Orla,50.7364,11.74619,7282
Flintbek,54.25,10.06667,7276
Altomünster,48.38767,11.25691,7275
Kalefeld,51.8,10.03333,7264
Hinte,53.41667,7.18333,7264
Gersheim,49.15,7.2,7264
Mitterteich,49.95141,12.24206,7252
Petershausen-Ost,47.6721,9.191,7248
Adelsdorf,49.47022,10.68522,7245
Herdorf,50.77704,7.95366,7239
Greding,49.04699,11.35703,7238
Osterburg,52.78721,11.75297,7231
Bindlach,49.98167,11.61389,7229
Dannstadt-Schauernheim,49.44028,8.30861,7228
Hartha,51.09863,12.97391,7227
Grünau,52.41642,13.58039,7217
Müncheberg,52.50704,14.13716,7214
Boxberg,49.47965,9.64006,7209
Illingen,48.95616,8.92459,7205
Bad Feilnbach,47.77331,12.00973,7203
Kahl am Main,50.06981,9.00553,7198
Niedergörsdorf,51.97943,12.98541,7197
Großkrotzenburg,50.08333,8.98333,7196
Scheßlitz,49.97568,11.03299,7195
Oberstaufen,47.55568,10.02245,7190
Karstädt,53.16215,11.74242,7189
Enkenbach-Alsenborn,49.48333,7.9,7189
Alfdorf,48.84385,9.71857,7187
Ankum,52.55,7.88333,7186
Buchforst,50.95093,7.00579,7177
Friedrichroda,50.85754,10.56507,7164
Lichtentanne,50.69255,12.42585,7163
Pfaffenhofen an der Roth,48.35454,10.16184,7158
Heringen,50.88798,10.00717,7146
Oederan,50.86064,13.17164,7143
Wagenfeld,52.55,8.58333,7132
Schelklingen,48.37575,9.73273,7130
Birkenwerder,52.69106,13.27833,7122
Nienstedten,53.55556,9.84464,7114
Schutterwald,48.45,7.88333,7105
Vohburg an der Donau,48.76977,11.61845,7101
Borgfelde,53.55475,10.03447,7099
Ruhstorf,48.53976,12.68305,7098
Markneukirchen,50.31144,12.32951,7095
Elzach,48.17247,8.06992,7088
Cölbe,50.85098,8.78092,7083
Havelberg,52.83088,12.07552,7078
Baiersdorf,49.65807,11.03594,7071
Burkhardtsdorf,50.73333,12.91667,7067
Bad Königshofen im Grabfeld,50.30082,10.46887,7066
Jesteburg,53.30966,9.95262,7066
Asbach,50.66667,7.41667,7060
Sulzbach am Main,49.91149,9.15315,7057
Allensbach,47.71536,9.07145,7053
Auf der Horst,52.41943,9.60248,7050
Pfalzgrafenweiler,48.5265,8.56582,7038
Obertraubling,48.96667,12.16667,7037
Rednitzhembach,49.30095,11.07997,7034
Seefeld,48.03505,11.21395,7033
Saerbeck,52.17372,7.63395,7027
Reilingen,49.29472,8.56917,7022
Horn,51.87151,8.9451,7018
Alpirsbach,48.34507,8.40197,7011
Lohne,52.49778,7.22629,7000
Teutschenthal,51.45,11.8,6996
Burgkunstadt,50.14093,11.25205,6991
Freyung,48.80952,13.54768,6987
Böhlen,51.20061,12.38622,6982
Heidesheim,49.58247,8.19537,6976
Jockgrim,49.09288,8.27468,6970
Renchen,48.5885,8.01321,6969
Bad Wimpfen,49.22971,9.15648,6968
Leisnig,51.15743,12.9279,6968
Friedland,53.67028,13.554,6966
Otterndorf,53.80908,8.90068,6965
Nieheim,51.80499,9.11302,6961
Volkmarsen,51.40895,9.11814,6959
Bergkirchen,48.25671,11.36488,6955
Neustadt-Glewe,53.37846,11.59264,6952
Birkenfeld,49.65245,7.16668,6947
Beerfelden,49.56858,8.97444,6942
Diekholzen,52.09617,9.91945,6941
Leuna,51.31783,12.01589,6929
Blankenhain,50.85993,11.3439,6920
Blankenburg,52.59293,13.45516,6913
Kiefersfelden,47.61409,12.19096,6912
Bodenheim,49.93528,8.32,6907
Dettelbach,49.80295,10.16519,6888
Maxdorf,49.48806,8.29167,6882
Bernkastel-Kues,49.91602,7.07664,6880
Bonndorf,47.81863,8.34139,6875
Haslach,48.56531,8.05658,6874
Geiselhöring,48.82505,12.39649,6872
Laufen,47.93568,12.92856,6869
Glandorf,52.08474,7.99944,6867
Breidenbach,50.88734,8.45748,6866
Jettingen-Scheppach,48.3896,10.4381,6865
Großkarolinenfeld,47.89102,12.08101,6865
Ebermannstadt,49.78154,11.18168,6864
Nachrodt-Wiblingwerde,51.31667,7.61667,6860
Schwanau,48.36669,7.76244,6858
Esens,53.64866,7.61267,6856
Rochlitz,51.05007,12.79754,6847
Nünchritz,51.29993,13.38555,6846
Ostrach,47.95,9.38333,6841
Michelau,50.16233,11.11207,6839
Mainleus,50.09987,11.37664,6836
Großbeeren,52.35862,13.30994,6835
Sögel,52.85,7.51667,6825
Horstmar,52.08098,7.30539,6822
Leipheim,48.45004,10.22278,6822
Murg,47.55492,8.02182,6821
Emlichheim,52.61667,6.85,6820
Maulbronn,48.99958,8.80337,6817
Reichelsheim,50.35638,8.87446,6814
Salzweg,48.61667,13.48333,6805
Stegaurach,49.86543,10.84385,6804
Höchstädt an der Donau,48.61124,10.56816,6795
Oberlungwitz,50.7823,12.70789,6794
Gammertingen,48.2524,9.22349,6790
Grafenwöhr,49.71728,11.90645,6790
Oppenheim,49.8547,8.35974,6789
Zierenberg,51.36948,9.30164,6782
Gerolzhofen,49.90025,10.34832,6781
Wollmatingen,47.69226,9.14595,6775
Bienenbüttel,53.14157,10.48679,6775
Fürstenberg,53.18427,13.14442,6774
Parsberg,49.16074,11.71834,6772
Wüstenrot,49.08083,9.46056,6770
Ruhla,50.89296,10.36573,6757
Machern,51.36667,12.63333,6747
Mallersdorf-Pfaffenberg,48.76637,12.23096,6742
Dinkelscherben,48.34826,10.58893,6742
Legden,52.03333,7.1,6725
Sinzing,49.0,12.03333,6724
Winterlingen,48.18333,9.11667,6722
Burghaun,50.69684,9.72453,6713
Eibenstock,50.49431,12.59978,6706
Wallersdorf,48.73767,12.74744,6702
Bad Füssing,48.351,13.312,6701
Reppenstedt,53.25,10.35,6699
Stadtroda,50.85684,11.72677,6695
Lastrup,52.79468,7.86715,6684
Wutöschingen,47.66019,8.36755,6675
Durach,47.6944,10.34449,6675
Rheurdt,51.46667,6.46667,6669
Edenkoben,49.28393,8.12714,6668
Knetzgau,49.98333,10.55,6647
Schwarzheide,51.47671,13.85559,6646
Bernau am Chiemsee,47.81167,12.37566,6645
Tuntenhausen,47.93509,12.01518,6642
Gangkofen,48.43701,12.56419,6638
Trochtelfingen,48.30843,9.24491,6638
Sinn,50.65,8.33333,6634
Türkheim,48.06401,10.64156,6632
Wusterhausen,52.8912,12.46021,6632
Ensdorf,49.3,6.78333,6631
Dietenheim,48.21072,10.07163,6630
Biebesheim,49.78088,8.46696,6626
Böcklersiedlung-Bugenhagen,54.07438,9.95533,6626
Eichendorf,48.63266,12.85586,6617
Deizisau,48.7122,9.3861,6608
Klein Schwülper,52.34153,10.42903,6606
Braunsbedra,51.28602,11.88987,6599
Butjadingen,53.54722,8.335,6597
Artern,51.36431,11.29167,6597
Polch,50.29973,7.31315,6590
Georgensgmünd,49.18972,11.01667,6582
Birstein,50.35,9.3,6581
Oberthal,49.51257,7.08382,6581
Sandersdorf,51.62841,12.26492,6580
Großschönau,50.9,14.68333,6571
Arnstorf,48.5584,12.81674,6570
Vilseck,49.6148,11.80261,6560
Flein,49.10306,9.21083,6558
Holdorf,52.58333,8.11667,6557
Lemsahl-Mellingstedt,53.68998,10.09648,6554
Gau-Algesheim,49.95669,8.01569,6553
Gransee,53.00704,13.1575,6544
Uffenheim,49.54415,10.23286,6542
Adelebsen,51.58272,9.75461,6541
Leegebruch,52.7234,13.19304,6541
Schweich,49.82215,6.75256,6533
Loßburg,48.4,8.45,6533
Aschheim,48.17112,11.71675,6531
Obernbeck,52.20178,8.70404,6523
Mehrhoog,51.73826,6.51164,6520
Eberdingen,48.87942,8.96502,6518
Weiler-Simmerberg,47.58261,9.91352,6510
Ketzin,52.47809,12.8453,6500
Gochsheim,50.01667,10.28333,6495
Bammental,49.35611,8.77944,6493
Metelen,52.14434,7.2127,6490
Neulußheim,49.29333,8.52194,6489
Velden,48.36632,12.25596,6488
Altentreptow,53.69416,13.26504,6486
Neuhaus am Rennweg,50.51006,11.13787,6485
Bad Sobernheim,49.78636,7.65146,6479
Nattheim,48.69963,10.24209,6468
Müggelheim,52.41137,13.66403,6463
Geithain,51.05528,12.69674,6459
Bleicherode,51.44026,10.57202,6456
Leinburg,49.45167,11.31,6446
Ottersweier,48.67022,8.11323,6441
Wathlingen,52.5369,10.15069,6431
Mutlangen,48.82588,9.79714,6431
Grafenau,48.71427,8.91219,6425
Obergünzburg,47.84545,10.41821,6424
Ellrich,51.58656,10.66326,6423
Altbach,48.72268,9.38078,6422
Gesundbrunnen,51.18996,14.44251,6420
Ruhpolding,47.76667,12.65,6419
Schliersee,47.73621,11.85936,6416
Untermeitingen,48.16082,10.80694,6415
Ladbergen,52.13333,7.75,6414
Burgebrach,49.82832,10.74338,6412
Rosenfeld,48.28639,8.72357,6405
Schwarzenfeld,49.38774,12.13484,6398
Nortorf,54.16738,9.85437,6396
Wiernsheim,48.88333,8.85,6391
Mücheln,51.29688,11.80759,6389
Altenkirchen,50.68594,7.64176,6385
Zusmarshausen,48.40014,10.59917,6384
Essingen,48.80859,10.02773,6383
Fockbek,54.3,9.6,6380
Ebersdorf,50.32898,11.15266,6378
Schönkirchen,54.33333,10.23333,6375
Hofbieber,50.58629,9.83534,6372
Osterburken,49.42997,9.42252,6371
Geisenhausen,48.47609,12.25817,6367
Neuffen,48.5546,9.3755,6365
Zellingen,49.89737,9.81746,6365
Mudersbach,50.82515,7.94347,6358
Lübz,53.46261,12.02917,6355
Gersfeld,50.45138,9.91422,6351
Beelen,51.92906,8.11117,6344
Thannhausen,48.28334,10.46917,6336
Drebkau,51.65412,14.22316,6336
Hellerau,51.11667,13.75,6335
Ilsenburg,51.86695,10.67817,6326
Laer,52.05555,7.35775,6325
Grassau,47.78099,12.45359,6323
Kropp,54.41667,9.51667,6320
Schöffengrund,50.49345,8.47183,6316
Weiskirchen,49.55,6.81667,6316
Pöttmes,48.58383,11.08762,6315
Eggolsheim,49.76961,11.05701,6313
Groß Reken,51.83042,7.04544,6310
Schwendi,48.17424,9.97541,6309
Neckartenzlingen,48.58981,9.23478,6308
Wilthen,51.09745,14.3929,6304
Gettorf,54.4,9.98333,6297
Vöhl,51.20565,8.9451,6296
Untergriesbach,48.57434,13.66725,6294
Klingenberg am Main,49.78507,9.18025,6294
Waging am See,47.93414,12.73392,6291
Strasburg,53.5103,13.74513,6286
Stolpen,51.04901,14.07943,6284
Bispingen,53.08312,9.99772,6284
Speichersdorf,49.87133,11.78123,6284
Isenbüttel,52.43333,10.58333,6277
Cappeln,52.81085,8.11474,6274
Grabow,53.27966,11.56502,6268
Schlangenbad,50.09322,8.10312,6265
Bestensee,52.23978,13.63732,6265
Wittichenau,51.38496,14.24403,6261
Neugersdorf,50.97729,14.60881,6260
Hirschau,49.54396,11.94617,6258
Rodenberg,52.31152,9.3564,6258
Mellrichstadt,50.42849,10.30334,6254
Wassertrüdingen,49.04328,10.59906,6245
Muggensturm,48.86667,8.28333,6243
Neuenstein,49.2049,9.58,6240
Grebenstein,51.44648,9.4125,6238
Windsbach,49.24786,10.82651,6235
Neumarkt-Sankt Veit,48.36051,12.50723,6231
Hohenlockstedt,53.96667,9.61667,6224
Saarburg,49.60641,6.54365,6222
Glücksburg,54.83522,9.54853,6220
Haag in Oberbayern,48.16196,12.17942,6218
Pleidelsheim,48.9592,9.20311,6217
Roßleben,51.29886,11.43435,6216
Königsfeld im Schwarzwald,48.13814,8.41973,6212
Zell im Wiesental,47.70555,7.85248,6206
Treffurt,51.13691,10.23361,6206
Bruchhausen-Vilsen,52.82931,8.99066,6205
Röhrmoos,48.32966,11.44672,6199
Güglingen,49.06642,9.00175,6198
Emskirchen,49.55282,10.71278,6197
Pilsting,48.70116,12.65105,6194
Veitsbronn,49.51239,10.88797,6194
Ampfing,48.254,12.41515,6188
Bodenwerder,51.97156,9.51931,6187
Königsbau,47.67995,9.18539,6181
Großschirma,50.96602,13.2859,6179
Dietfurt,49.03578,11.58624,6161
Klipphausen,51.06841,13.51374,6161
Dornhan,48.35008,8.50901,6157
Möckern,52.14099,11.95203,6154
Neustadt an der Waldnaab,49.73287,12.17773,6153
Handewitt,54.76667,9.33333,6152
Kitzscher,51.16444,12.5526,6152
Gerbrunn,49.77528,9.99361,6149
Laudenbach,49.61333,8.65389,6141
Bräunlingen,47.92957,8.44806,6141
Dohna,50.95621,13.85839,6140
Willingen,51.29418,8.6091,6132
Sottrum,53.11667,9.23333,6131
Deißlingen,48.1123,8.60736,6129
Dötlingen,52.93333,8.38333,6122
Weisendorf,49.62283,10.82531,6118
Jahnsdorf,50.74509,12.85414,6117
Einfeld,54.12369,9.99192,6117
Leun,50.55129,8.35836,6116
Wolfschlugen,48.65,9.28333,6108
Lambsheim,49.51361,8.28778,6104
Beilstein,49.0414,9.3137,6103
Litzendorf,49.91444,11.01028,6101
Paradies,47.66581,9.16386,6097
Offenbach an der Queich,49.19546,8.19779,6097
Steinenbronn,48.66667,9.11667,6089
Gmund am Tegernsee,47.75119,11.7381,6086
Tittmoning,48.06164,12.7676,6084
Schrozberg,49.34528,9.97944,6082
Stadtoldendorf,51.88242,9.6265,6082
Emmering,48.18333,11.28333,6081
Arzberg,50.05774,12.18676,6075
Wermsdorf,51.28333,12.95,6074
Murr,48.96207,9.25924,6063
Zimmern ob Rottweil,48.1666,8.59436,6061
Ilshofen,49.17015,9.91825,6058
Neuhaus,50.68333,10.93333,6052
Barnstorf,52.71009,8.50256,6050
Geisingen,47.92504,8.65002,6048
Klausdorf,54.30899,10.21372,6047
Tangerhütte,52.4353,11.80724,6039
Spangenberg,51.11644,9.6627,6039
Hänigsen,52.48425,10.09129,6033
Dunningen,48.21242,8.50619,6032
Gadebusch,53.70137,11.11676,6030
Bietigheim,48.90919,8.25202,6026
Bardowick,53.29354,10.38811,6026
Dierdorf,50.54647,7.65271,6023
Duvenstedt,53.70806,10.10444,6022
Traben-Trarbach,49.95076,7.11562,6018
Zeil,50.00986,10.5947,6016
Rohrbach,48.61667,11.56667,6015
Konradshöhe,52.58535,13.22758,6011
Linz am Rhein,50.56884,7.28445,6008
Ispringen,48.91667,8.66667,6007
Niedereschach,48.13333,8.53333,6004
Burg auf Fehmarn,54.43333,11.2,6000
Lommatzsch,51.19537,13.30917,5999
Wolfach,48.29319,8.2158,5998
Nabburg,49.45347,12.17996,5994
Gommern,52.07391,11.82297,5992
Sauerlach,47.97171,11.65383,5991
Seelow,52.53392,14.38128,5981
Thalheim,50.70077,12.84996,5968
Ober-Mörlen,50.3735,8.69087,5967
Petershausen,48.40967,11.47056,5965
Schöppenstedt,52.14308,10.7745,5961
Schönenberg-Kübelberg,49.4074,7.37233,5957
Echzell,50.38888,8.88605,5951
Geislingen,48.28768,8.81241,5951
Hutthurm,48.67276,13.47146,5950
Norderney,53.70828,7.15819,5949
Olbersdorf,50.87304,14.77035,5948
Immenstaad am Bodensee,47.66667,9.36667,5946
Immendingen,47.93333,8.73333,5945
Zschorlau,50.56667,12.65,5944
Tangstedt,53.73333,10.08333,5937
Einhausen,49.67667,8.54833,5933
Bodelshausen,48.38886,8.97703,5929
Dahme,51.87008,13.42743,5924
Ludweiler-Warndt,49.22074,6.81195,5922
Oedheim,49.24028,9.25333,5921
Oberkotzau,50.26236,11.93484,5920
Ingelfingen,49.30028,9.65303,5914
