,lat,lng
4975,48.36472,13.43914
4980,48.340075,13.3975875
4981,48.32795,13.3711167
4982,48.3093267,13.3466467
4983,48.3086917,13.3550833
4984,48.3031071,13.3628643
5020,47.7994,13.044
5023,47.8066,13.0673333
5026,47.7994,13.044
5061,47.7699,13.09211
5071,47.789275,12.9798167
5081,47.7578,13.047
5082,47.758875,13.02815
5083,47.7328333,13.0368667
5084,47.7167,12.9167
5090,47.5957286,12.7050714
5091,47.63442,12.70586
5092,47.573575,12.702125
5093,47.54554,12.73838
5101,47.86838,13.02958
5102,47.893,13.0237846
5110,47.9568333,12.9356333
5111,47.9834,12.9179
5112,47.9871,12.9604095
5113,47.9823062,12.9278562
5114,47.954,12.9583286
5120,48.06128,12.856405
5121,48.0832043,12.8319239
5122,48.1105833,12.8401667
5131,48.1301923,12.9428154
5132,48.1393737,12.9447263
5133,48.1406286,12.9427333
5134,48.1513781,12.9507344
5141,48.0968667,13.00902
5142,48.1059966,13.0112724
5143,48.1022553,13.0202421
5144,48.1130735,13.0136118
5145,48.1209306,13.0196367
5151,47.9511957,12.994913
5152,47.9769083,13.0070833
5161,47.8667,13.0667
5162,47.9487714,13.0496714
5163,47.9745667,13.0827333
5164,47.95835,13.075
5165,47.9744,13.0602
5166,47.9690067,13.0739467
5201,47.9182947,13.1559105
5202,47.9369462,13.2182769
5203,47.9405273,13.1930364
5204,47.95007,13.2338367
5205,47.95,13.15
5211,48.01206,13.254852
5212,48.0186143,13.2802
5221,48.0286152,13.1600667
5222,48.039752,13.166756
5223,48.0465167,13.15305
5224,48.0424,13.1485364
5225,48.0397778,13.1576556
5230,48.1073,13.1508
5231,48.1032458,13.1208542
5232,48.0951962,13.1074846
5233,48.1070273,13.0972485
5241,48.1352348,13.2242174
5242,48.1232238,13.246981
5251,48.1640706,13.2683647
5252,48.1662529,13.2777706
5261,48.161713,13.133387
5270,48.1966316,13.1658316
5271,48.1999692,13.1722692
5272,48.1951632,13.1892737
5273,48.1986852,13.1997
5274,48.1992852,13.1725
5280,48.241505,13.037295
5282,48.24028,13.03547
5300,47.849975,13.1036
5301,47.85948,13.14909
5302,47.88335,13.175
5303,47.8468625,13.202275
5310,47.85166,13.34763
5311,47.8444333,13.3682667
5321,47.807175,13.17715
5322,47.8193,13.2149
5323,47.77465,13.1875167
5324,47.7638,13.22477
5325,47.8333,13.1833
5330,47.8,13.3
5340,47.7653,13.370825
5342,47.73615,13.4083
5350,47.70824,13.49418
5351,47.70738,13.54772
5360,47.7258923,13.5364
5400,47.6908091,13.0946091
5411,47.7162333,13.1192
5412,47.72595,13.110075
5421,47.697,13.14205
5422,47.6902,13.1523
5423,47.6902,13.1523
5424,47.67942,13.15424
5425,47.70345,13.1678
5431,47.6233,13.1403778
5440,47.5986,13.21284
5441,47.5853227,13.3344227
5442,47.58918,13.41046
5450,47.475,13.183325
5451,47.4944333,13.1667
5452,47.4631909,13.2108727
5453,47.4611333,13.25
5500,47.4177778,13.2166667
5505,47.375,13.125
5511,47.41002,13.31002
5521,47.40835,13.3167
5522,47.4811,13.37225
5523,47.4739,13.371
5524,47.48557,13.38163
5531,47.4185333,13.4444667
5532,47.44165,13.5
5541,47.3714333,13.4022333
5542,47.36105,13.389525
5550,47.38664,13.46532
5552,47.3667,13.5333
5561,47.3,13.5
5562,47.21645,13.57885
5563,47.1833,13.6
5570,47.136675,13.703925
5571,47.1555667,13.75
5572,47.15,13.7833
5573,47.1513,13.7416
5574,47.1833,13.75
5575,47.159,13.77915
5580,47.1325875,13.823925
5581,47.0833,13.6833
5582,47.0972167,13.6277667
5583,47.1051667,13.6652333
5584,47.128875,13.6156
5585,47.1127,13.7426
5591,47.0699,13.8441667
5592,47.0679,13.7853
5600,47.35632,13.22379
5602,47.3426857,13.2890429
5603,47.2772,13.3195
5611,47.24445,13.2073
5612,47.1611333,13.2666667
5620,47.3205,13.1517
5621,47.3333,13.11665
5622,47.319225,13.0884167
5630,47.19549,13.10909
5632,47.2424667,13.0984333
5640,47.1155,13.1347
5645,47.1155,13.1347
5651,47.30073,13.02345
5652,47.3667,13.0
5660,47.2661077,12.9552154
5661,47.219275,12.970475
5662,47.2522462,12.9472
5671,47.2844667,12.8259
5672,47.2845,12.8259
5700,47.3314143,12.7985
5710,47.2724,12.7598
5721,47.286775,12.71545
5722,47.2836,12.6209714
5723,47.28179,12.58757
5724,47.28664,12.52668
5730,47.285365,12.45416
5731,47.2811333,12.4240778
5732,47.2833167,12.3778
5733,47.264225,12.3437625
5741,47.24694,12.2586
5742,47.2445833,12.2111833
5743,47.2289333,12.1589333
5751,47.3691667,12.8
5752,47.3667,12.7333
5753,47.3914,12.6364
5754,47.3768,12.5958
5760,47.4124943,12.84544
5761,47.40476,12.8938
5771,47.4433313,12.7393812
6020,47.24595,11.4017583
6060,47.2897333,11.4922667
6063,47.29165,11.45835
6065,47.3,11.4667
6067,47.3,11.5
6068,47.2833,11.5333
6069,47.3167,11.5667
6070,47.2667,11.45
6071,47.25,11.45
6072,47.2383,11.4314
6073,47.24165,11.45
6074,47.25,11.5
6075,47.262,11.5334
6080,47.2333,11.40835
6082,47.2,11.4167
6083,47.1667,11.45
6091,47.2351,11.34245
6092,47.2354,11.2992
6094,47.225725,11.28345
6095,47.2293,11.2532
6100,47.3284,11.16388
6103,47.3,11.2
6105,47.3689,11.144
6108,47.389,11.2645
6111,47.2777667,11.5611333
6112,47.2833,11.6
6113,47.2833,11.6
6114,47.3,11.6333
6115,47.2815,11.6529
6116,47.2831,11.5957
6121,47.3,11.5667
6122,47.3,11.5833
6123,47.3245571,11.6342429
6130,47.3517,11.7101
6133,47.3455,11.6922
6134,47.34165,11.679175
6135,47.36465,11.71365
6136,47.3167,11.6833
6141,47.1833,11.4167
6142,47.1667,11.3833
6143,47.13526,11.45242
6145,47.1333,11.5055667
6150,47.0833333,11.4416833
6152,47.0833,11.4167
6154,47.0802667,11.5262333
6156,47.05,11.4833
6157,47.0167,11.4167
6161,47.2341,11.3734
6162,47.2166667,11.3833
6165,47.166475,11.3594
6166,47.16,11.3516
6167,47.12965,11.3298
6170,47.29165,11.1833
6173,47.2333,11.25
6175,47.25,11.28335
6176,47.25,11.31665
6178,47.2667,11.25
6179,47.2604,11.2583
6181,47.2167,11.2167
6182,47.23575,11.0697
6183,47.2135,11.0231
6184,47.2254,11.0948
6200,47.3928,11.7764
6210,47.4053125,11.7974625
6212,47.4212,11.7531
6213,47.4406,11.6949
6215,47.4957,11.66048
6220,47.3745,11.754
6222,47.3681,11.7716
6230,47.4265333,11.9003667
6232,47.4216,11.8336
6233,47.4463,11.87775
6234,47.5036,11.88895
6235,47.4111333,11.8890333
6236,47.4006,11.9168
6240,47.4394,11.8941
6241,47.4481,11.9142
6250,47.4632,11.9836333
6252,47.47615,11.9831
6260,47.3924,11.86485
6261,47.38115,11.8265
6262,47.3667,11.8333
6263,47.3494,11.84654
6264,47.3344,11.8292
6265,47.3503667,11.8660667
6271,47.3083,11.8721667
6272,47.2833,11.875
6273,47.3,11.8667
6274,47.2656,11.9068
6275,47.2833,11.8833
6276,47.2791,11.8999
6277,47.2333,11.86665
6278,47.2179,11.9003
6280,47.2277667,11.9111
6281,47.2167,12.0
6283,47.212675,11.864925
6284,47.2038,11.8754
6290,47.170225,11.86475
6292,47.17375,11.84615
6293,47.15905,11.84485
6294,47.1681,11.8564
6295,47.1674,11.86155
6300,47.4891,12.0617
6305,47.4667,12.1333
6306,47.5038,12.1922
6311,47.4200333,12.0218333
6313,47.4217,12.0411
6314,47.44995,12.0953
6320,47.5096333,12.0443667
6321,47.5,12.0667
6322,47.5174,12.0963
6323,47.5107,12.1191
6324,47.5333,12.05
6330,47.5770545,12.1755273
6334,47.546,12.1405
6335,47.58715,12.0603167
6336,47.542375,12.1032
6341,47.6311125,12.230825
6342,47.65,12.2167
6343,47.6777667,12.1944333
6344,47.644725,12.302975
6345,47.6699,12.4055
6346,47.6643,12.2368
6347,47.6572,12.2687
6351,47.5166,12.2218
6352,47.5138,12.2994
6353,47.50334,12.33522
6361,47.4256286,12.1421714
6363,47.4321,12.2141
6364,47.45,12.25
6365,47.45605,12.333
6370,47.45655,12.37105
6371,47.4481,12.3859
6372,47.5,12.3833
6373,47.3792,12.4181
6380,47.5233,12.4232
6382,47.5698,12.4559
6383,47.5698,12.4559
6384,47.5833,12.5667
6385,47.6333,12.3833
6391,47.4833,12.55
6392,47.475,12.5833
6393,47.475,12.5833
6395,47.4667,12.6167
6401,47.2694167,11.1935333
6402,47.2759,11.1601
6403,47.2833,11.1167
6404,47.27835,11.145
6405,47.3,11.0833
6406,47.3,11.0833
6408,47.3,11.1333
6410,47.3172455,11.0876182
6413,47.3167,11.0167
6414,47.295825,10.975
6416,47.3,10.9333
6421,47.2833,11.05
6422,47.276,10.9832
6423,47.2833,10.95
6424,47.2667,10.9333
6425,47.2471,10.8789333
6426,47.2167,10.8167
6430,47.24165,10.86665
6432,47.2,10.8667
6433,47.2166667,10.9055667
6441,47.1461167,10.9277833
6444,47.074,10.9695
6450,46.923025,11.009475
6452,46.9667,11.0
6456,46.92215,11.0172
6458,46.9167,10.96665
6460,47.245,10.7397
6462,47.2167,10.7833
6463,47.2686,10.7813
6464,47.27416,10.77888
6465,47.3167,10.8333
6471,47.1904571,10.7500143
6473,47.1543333,10.6944333
6474,47.1796,10.7333
6481,47.0517333,10.834
6491,47.1967,10.6574
6492,47.2052,10.696
6493,47.2062,10.6748
6500,47.136125,10.562525
6511,47.16505,10.6079
6521,47.1167,10.6167
6522,47.0833,10.6667
6524,47.0867,10.66
6525,47.1,10.6667
6526,47.0833,10.6833
6527,47.0867,10.66
6528,47.05,10.6667
6531,47.05,10.65
6532,47.0667,10.6333
6533,47.05,10.6167
6534,47.0333,10.6
6541,47.025,10.60835
6542,46.9611,10.5555667
6543,46.8833,10.5167
6544,46.9694,10.5667
6551,47.1341,10.5062
6552,47.1167,10.5167
6553,47.0833,10.4555667
6555,47.0777667,10.4389
6561,47.0126,10.2918
6562,46.9833,10.25
6563,46.9667,10.1833
6571,47.1333,10.45
6572,47.15,10.4
6574,47.1472,10.3972
6580,47.13875,10.2735
6591,47.1368,10.50705
6600,47.50385,10.70239
6604,47.4667,10.6833
6610,47.4881,10.6878
6611,47.45,10.75
6621,47.41046,10.80106
6622,47.39965,10.7378
6623,47.35835,10.675
6631,47.4123333,10.8602333
6632,47.4,10.9167
6633,47.3833,10.9
6642,47.3833,10.5667
6644,47.3388667,10.5333
6645,47.3667,10.5333
6646,47.3381,10.5548
6647,47.3,10.59165
6650,47.2667,10.5333
6651,47.3067,10.48195
6652,47.28482,10.41664
6653,47.267025,10.391325
6654,47.2654,10.3679
6655,47.24702,10.3117
6670,47.4167,10.5833
6671,47.499,10.5276
6672,47.4776,10.608975
6673,47.50835,10.55
6675,47.4993,10.5164
6677,47.5176857,10.4619857
6682,47.55,10.6333
6691,47.5741,10.4472
6700,47.1403333,9.8408333
6706,47.1497,9.8
6707,47.1464,9.7774
6708,47.1008,9.7372
6710,47.18975,9.6974
6712,47.2,9.7667
6713,47.2003,9.7947
6714,47.1667,9.8
6719,47.2,9.7331
6721,47.2167,9.7831
6722,47.22,9.8086
6723,47.2233,9.8341
6731,47.2384375,9.903275
6733,47.2538143,9.9075143
6741,47.212175,9.853375
6751,47.1494,9.9087
6752,47.1289,10.01215
6754,47.1333,10.0833
6762,47.1333,10.1667
6763,47.208,10.1418
6764,47.16625,10.0664
6767,47.2617333,10.1731667
6771,47.0895,9.8826
6773,47.0957,9.8652
6774,47.0833,9.9
6780,47.0611,9.9378
6781,47.0814667,9.9292667
6782,47.0937,9.9831
6787,46.9674,9.9183
6791,46.99895,10.0131
6793,46.9833,10.0333
6794,46.9667,10.05
6800,47.2331,9.6
6811,47.2336,9.6346
6812,47.2989,9.5786
6820,47.2057,9.6382333
6822,47.21995,9.7130833
6824,47.20835,9.7
6830,47.2689,9.67155
6832,47.29025,9.6533
6833,47.31205,9.66035
6834,47.23475,9.66875
6835,47.28605,9.668225
6836,47.2997,9.6667
6837,47.2997,9.65
6840,47.3331,9.6331
6841,47.35,9.6167
6842,47.3331,9.6
6844,47.35,9.65
6845,47.3667,9.6831
6850,47.4142,9.79675
6858,47.4374,9.77365
6861,47.4502,9.8315
6863,47.43255,9.90645
6866,47.4117,9.8933
6867,47.4141,9.8515
6870,47.37795,9.8981
6874,47.37695,9.9149
6881,47.3504,9.8992
6882,47.3513,9.93105
6883,47.322,9.9891
6884,47.2803,9.8916
6886,47.312,10.0165
6888,47.2576,10.092
6890,47.4264,9.6585
6900,47.525775,9.770125
6911,47.5232333,9.7601333
6912,47.55835,9.78335
6914,47.5833,9.7833
6921,47.4831,9.7667
6922,47.4667,9.75
6923,47.4831,9.7331
6932,47.5143,9.8877
6933,47.4928,9.8797
6934,47.525,9.89165
6941,47.4667,9.8833
6942,47.47045,9.9477
6943,47.5,9.9667
6951,47.45,9.9
6952,47.4495333,9.9887
6960,47.4836,9.8449
6971,47.4831,9.6831
6972,47.4793,9.6628
6973,47.4693,9.65165
6974,47.4667,9.6
6991,47.3505,10.1823
6992,47.3481,10.1714
6993,47.3237,10.1546
7000,47.8457333,16.5258
7011,47.781,16.5423
7012,47.7647,16.5138
7013,47.7728,16.5281
7020,47.6966,16.4792
7021,47.7427,16.4937
7022,47.7097,16.5098
7023,47.7614667,16.4502667
7024,47.7865,16.4546
7031,47.7855,16.4149
7032,47.7753,16.395
7033,47.8021,16.38525
7034,47.7997,16.3994
7035,47.8165,16.40805
7041,47.7975,16.5045
7042,47.7738,16.4798
7051,47.8359,16.4804
7052,47.8394,16.4626
7053,47.8805,16.4445
7061,47.8219,16.6317
7062,47.8034,16.6088
7063,47.8333,16.6667
7064,47.8291,16.6196
7071,47.8012,16.6716
7072,47.75,16.6667
7081,47.8523,16.6233
7082,47.8942,16.6463
7083,47.9129,16.6956
7091,47.9445,16.7315
7092,47.95,16.75
7093,47.9617,16.796
7100,47.93715,16.85535
7111,47.9996,16.8605
7121,47.9253,16.869
7122,47.8969,16.9111
7123,47.8802,16.9413
7131,47.8702,16.9754
7132,47.79035,16.878
7141,47.8541,16.8371
7142,47.7615,16.8002
7143,47.7439,16.8302
7151,47.7285,16.9371
7152,47.7147,16.92245
7161,47.764,16.88605
7162,47.7667,16.9833
7163,47.7744,17.0329
7201,47.7966,16.2977
7202,47.7875,16.3302
7203,47.7378,16.338
7210,47.7333,16.4
7212,47.72245,16.29765
7221,47.7167,16.4167
7222,47.7052,16.4301
7223,47.6513,16.3799
7301,47.6,16.62
7302,47.53085,16.65235
7304,47.51726,16.55548
7311,47.59875,16.5598
7312,47.5889,16.5645
7321,47.5756667,16.5111333
7322,47.5904,16.4653
7323,47.6132,16.4955
7331,47.6027667,16.4095333
7332,47.6056,16.3841
7341,47.5644,16.3838
7342,47.5374,16.392
7343,47.5455,16.4462
7344,47.5284,16.4776
7350,47.5108333,16.4994333
7361,47.465725,16.616475
7371,47.4725667,16.3623
7372,47.5128,16.3732
7373,47.4483,16.4152
7374,47.5139,16.3637
7400,47.32144,16.22478
7410,47.325,16.075
7411,47.3,16.09165
7412,47.25,16.1
7421,47.3836,16.111
7422,47.35,16.1333
7423,47.38695,16.10878
7431,47.35425,16.2274
7432,47.3837,16.19765
7433,47.37316,16.24296
7434,47.4125667,16.2566333
7435,47.37666,16.32
7441,47.4407,16.3304857
7442,47.40412,16.40292
7443,47.4107,16.49625
7444,47.4289,16.5407667
7451,47.4474,16.5076
7452,47.4683333,16.5660667
7453,47.4788,16.48545
7461,47.3140111,16.3069778
7463,47.31312,16.3428
7464,47.3049,16.3862
7471,47.3047,16.441
7472,47.2383667,16.4241
7473,47.2152333,16.3886
7474,47.1700833,16.4221
7501,47.2546667,16.2659
7503,47.2438875,16.3091125
7511,47.20285,16.30225
7512,47.17085,16.363625
7521,47.1121333,16.45915
7522,47.04541,16.42149
7531,47.2333,16.15
7532,47.2,16.15
7533,47.1833,16.1667
7534,47.1583,16.21665
7535,47.122775,16.252275
7536,47.1667,16.3
7537,47.1591,16.2209
7540,47.0486923,16.3258692
7542,47.0686,16.2646333
7543,47.085525,16.190075
7544,47.0967833,16.3005
7551,47.13335,16.17085
7552,47.2,16.1167
7561,46.99305,16.2429
7562,47.01665,16.2
7563,47.0,16.1667
7564,47.03335,16.125
7571,47.05,16.1167
7572,47.10615,16.1115
8010,47.0833,15.5417
8020,47.0232,15.5337
8036,47.0232,15.5337
8041,47.1352,15.4601
8042,47.1352,15.4601
8043,47.1352,15.4601
8044,47.1376,15.48839
8045,47.1457714,15.4528714
8046,47.14335,15.4225083
8047,47.10255,15.4965
8051,47.04008,15.37026
8052,47.0456,15.357175
8053,47.031,15.3727
8054,47.01785,15.38365
8055,47.02325,15.379525
8061,47.1746833,15.5027
8062,47.1532167,15.53055
8063,47.1288077,15.5628154
8071,46.99555,15.51405
8072,46.9652857,15.4969286
8073,46.9945889,15.4424778
8074,46.9907,15.4836
8075,47.01595,15.49555
8076,46.9888,15.4758
8077,47.0,15.4722333
8081,46.9455684,15.6225842
8082,46.929425,15.660675
8083,46.90082,15.68788
8091,46.85162,15.73562
8092,46.79942,15.7076
8093,46.8037417,15.7472333
8101,47.15872,15.36024
8102,47.19679,15.37399
8103,47.15538,15.29692
8111,47.1175286,15.3105571
8112,47.1259833,15.2900833
8113,47.08725,15.2636786
8114,47.1586364,15.2997727
8120,47.2,15.35
8121,47.21,15.30666
8122,47.22975,15.26445
8124,47.22312,15.23526
8130,47.2762458,15.3131958
8131,47.33648,15.35462
8132,47.36066,15.3377
8141,46.9527857,15.4086857
8142,46.923325,15.4372625
8143,46.928425,15.379375
8144,46.9671231,15.3779846
8151,47.0413143,15.2882714
8152,47.0455143,15.2217786
8153,47.1467143,15.1563
8160,47.2270053,15.5891684
8162,47.2486143,15.5444
8163,47.2779,15.4941667
8171,47.3123,15.57515
8172,47.3123,15.5752
8181,47.1818478,15.6596
8182,47.2141625,15.71725
8183,47.23426,15.72976
8184,47.2153889,15.6918444
8190,47.3905167,15.72455
8191,47.396,15.7226
8192,47.412475,15.716675
8200,47.1085759,15.7091
8211,47.1461231,15.7631077
8212,47.1796267,15.7830467
8221,47.1963,15.848375
8222,47.2103571,15.8257857
8223,47.2310167,15.8128333
8224,47.2137833,15.8623333
8225,47.2266938,15.8474375
8230,47.29181,15.978155
8232,47.3229727,15.9860364
8233,47.3270333,15.9939667
8234,47.3167125,15.984775
8240,47.42445,16.0579375
8241,47.4305667,16.0269333
8242,47.43998,16.01164
8243,47.44685,16.05619
8244,47.45203,16.07071
8250,47.44068,15.81166
8251,47.4452,15.8037
8252,47.4452,15.8037
8253,47.4532375,15.8169
8254,47.4257,15.79408
8255,47.464825,15.76955
8261,47.1077333,15.8282467
8262,47.0942737,15.9036684
8263,47.0948,15.92174
8264,47.11812,15.90176
8265,47.1390222,15.8851222
8271,47.1863111,16.0018444
8272,47.2066727,15.9770455
8273,47.2062,15.9604
8274,47.2281364,16.0091636
8280,47.0727125,16.0711
8282,47.0269,16.10554
8283,47.1138625,16.0462375
8291,47.1452,16.10995
8292,47.189325,16.10045
8293,47.2178,16.0828
8294,47.24668,16.03258
8295,47.2618667,16.033
8301,47.0629429,15.5629714
8302,47.0528636,15.5857545
8311,47.0475636,15.8293455
8312,47.0419875,15.8822375
8313,47.0359167,15.8961333
8321,47.0370182,15.7374727
8322,47.01234,15.74211
8323,47.0119,15.7345538
8324,46.9769273,15.7564636
8330,46.9907111,15.8705222
8332,46.9917889,15.8576778
8333,47.0040313,15.8916562
8334,46.995,15.8748
8341,46.9157813,15.8075063
8342,46.8841067,15.83125
8343,46.8795,15.8358
8344,46.8822267,15.8568267
8345,46.8433571,15.8488238
8350,46.9120063,16.0113375
8352,46.952375,16.0472
8353,46.8908833,15.9783833
8354,46.84795,15.9774
8355,46.7923125,15.95025
8361,47.0125875,16.0209875
8362,47.0177929,16.0143929
8380,46.94664,16.14818
8382,46.9635,16.2125286
8383,46.91455,16.1154667
8384,46.88124,16.0939
8385,46.8716667,16.03995
8401,46.96128,15.44718
8402,46.9242,15.4908
8403,46.8541571,15.5080214
8410,46.8896267,15.5260933
8411,46.86591,15.45748
8412,46.9002667,15.55965
8413,46.8670955,15.5698455
8421,46.8293933,15.66352
8422,46.80294,15.66238
8423,46.7670636,15.6426182
8424,46.783675,15.58745
8430,46.79355,15.534475
8431,46.7855,15.54
8435,46.7639667,15.5547333
8441,46.7629571,15.4279143
8442,46.7674,15.4287429
8443,46.75205,15.3814286
8444,46.78477,15.39732
8451,46.7361375,15.4469812
8452,46.7259583,15.4292417
8453,46.70679,15.39199
8454,46.6813545,15.3861364
8455,46.6941571,15.3678714
8461,46.7101667,15.5636917
8462,46.70268,15.51977
8463,46.6779,15.4932417
8471,46.7103286,15.6410429
8472,46.725825,15.62195
8473,46.7057,15.7075
8480,46.7419625,15.85275
8481,46.7468,15.8639
8483,46.7557,15.8499
8484,46.7368167,15.90435
8490,46.72994,15.96785
8492,46.7337857,15.9470143
8493,46.76785,15.9670333
8501,46.9736333,15.3389667
8502,46.9100571,15.3663143
8503,46.8947545,15.3788818
8504,46.8715071,15.4029929
8505,46.8287667,15.442975
8510,46.9022136,15.2527
8511,46.9114429,15.2565714
8521,46.8230333,15.3812667
8522,46.8180762,15.3039714
8523,46.8195714,15.2585714
8524,46.8266062,15.2817687
8530,46.8076059,15.2444059
8541,46.75662,15.2407267
8542,46.7555273,15.257
8543,46.7574462,15.2814462
8544,46.73762,15.28922
8551,46.7184909,15.2482
8552,46.712635,15.245275
8553,46.7157,15.2468
8554,46.7157,15.2468
8561,47.0056125,15.2698
8562,46.97066,15.27007
8563,46.9923364,15.2114091
8564,47.01472,15.20756
8565,47.0095286,15.2381
8570,47.0459125,15.147975
8572,47.08475,15.1202667
8573,47.10835,15.0987375
8580,47.0389923,15.0728538
8582,47.0561,15.1107
8583,47.0203,15.0353667
8584,47.0211,14.9557
8591,47.0666714,15.0488
8592,47.079175,15.043725
8593,47.09585,15.0479
8600,47.4342043,15.2778478
8605,47.4514118,15.2874
8611,47.4601833,15.1729833
8612,47.4678,15.193
8614,47.3797,15.4045
8616,47.385,15.579775
8621,47.5321667,15.2426333
8622,47.5431,15.2725
8623,47.54666,15.24666
8624,47.5441,15.280625
8625,47.55196,15.32784
8630,47.7673,15.33016
8632,47.7536,15.3244
8634,47.7536,15.3244
8635,47.7536,15.3244
8636,47.6167,15.2667
8641,47.4689,15.3586875
8642,47.47287,15.35764
8643,47.4711,15.3581
8644,47.4711,15.3581
8650,47.47845,15.49515
8652,47.4712667,15.5102
8653,47.45485,15.5271
8654,47.441675,15.625
8661,47.53025,15.4988
8662,47.552725,15.537675
8663,47.5673,15.5325
8664,47.5609,15.5674
8665,47.5706,15.6239143
8670,47.5495778,15.5902778
8671,47.5083,15.61665
8672,47.4785333,15.6958
8673,47.4643,15.6953
8674,47.50862,15.74738
8680,47.5976333,15.701825
8682,47.58262,15.66726
8684,47.6135,15.751
8685,47.6151,15.7755
8691,47.67166,15.58166
8692,47.6612,15.5757875
8693,47.6729,15.5729
8694,47.69785,15.556125
8700,47.3719833,15.0882833
8712,47.38608,15.09432
8713,47.3177714,14.9711714
8714,47.304175,14.933325
8715,47.2885643,14.9388786
8720,47.2357125,14.812075
8723,47.2472143,14.8233714
8724,47.2242143,14.8013714
8731,47.2683714,14.6871286
8732,47.2718167,14.7674333
8733,47.2781615,14.8425231
8734,47.25322,14.7872
8740,47.16558,14.73374
8741,47.1366895,14.7151526
8742,47.1205409,14.7005636
8750,47.1890846,14.6270077
8753,47.1988,14.6643727
8754,47.1953,14.5959
8755,47.1739,14.588975
8756,47.201825,14.5292
8761,47.2312929,14.5867071
8762,47.2510889,14.4888111
8763,47.2955667,14.4684
8764,47.3061,14.3756
8765,47.2478,14.5331
8770,47.3567667,14.9669889
8772,47.37085,14.970825
8773,47.38622,14.91314
8774,47.3997667,14.8369167
8775,47.41215,14.780375
8781,47.452475,14.614975
8782,47.4932,14.4432
8783,47.4932,14.4432
8784,47.49666,14.46
8785,47.425,14.5083
8786,47.5133143,14.3787857
8790,47.5333,14.8833
8792,47.3976143,14.9946
8793,47.4301286,14.9412048
8794,47.4444333,14.9596
8795,47.525,14.725
8800,47.2055667,14.45
8811,47.1384167,14.3839333
8812,47.0888667,14.3666667
8813,47.0878,14.3213333
8820,47.0594222,14.4424111
8822,47.01195,14.5112833
8831,47.1719333,14.3219667
8832,47.1950636,14.2535091
8833,47.13205,14.3293
8841,47.1308,14.3086
8842,47.1575,14.24938
8843,47.1788667,14.1868167
8844,47.179825,14.12905
8850,47.1012182,14.1618182
8852,47.1253,14.1155
8853,47.14678,14.08952
8854,47.1777667,13.9889
8861,47.101725,14.079025
8862,47.0870714,13.9769
8863,47.075,13.925
8864,46.9608,13.8878
8900,47.54666,14.29666
8903,47.5368125,14.2553937
8904,47.5833,14.3555333
8911,47.57732,14.44344
8912,47.5806,14.48655
8913,47.5770667,14.4578667
8920,47.6476,14.8128
8921,47.6467333,14.7559667
8922,47.6476,14.8128
8923,47.6476,14.8128
8924,47.6488,14.89805
8931,47.664225,14.729475
8932,47.691325,14.641325
8933,47.6864,14.63306
8934,47.7220167,14.6331
8940,47.5595286,14.2452571
8942,47.55,14.14165
8943,47.5151,14.1542
8950,47.53685,14.11345
8951,47.518975,14.07105
8952,47.4897625,14.0995125
8953,47.4654667,14.1183889
8954,47.48658,13.99932
8960,47.442625,13.9339625
8961,47.387325,13.956325
8962,47.433,13.9014889
8965,47.416425,13.865625
8966,47.41678,13.82466
8967,47.4111778,13.767
8970,47.402025,13.68585
8971,47.4064,13.6897
8972,47.4123333,13.6948667
8973,47.4064,13.6897
8974,47.4064,13.6897
8982,47.5488667,13.98775
8983,47.5552333,13.9401889
8984,47.5527,13.9592
8990,47.6046182,13.7863545
8992,47.63092,13.76264
8993,47.62306,13.82464
9020,46.6506087,14.3538957
9061,46.6594667,14.2953167
9062,46.6621556,14.2525444
9063,46.67325,14.3466833
9064,46.6691881,14.3968524
9065,46.6098515,14.3864515
9071,46.5632308,14.2073923
9072,46.5538059,14.1637118
9073,46.5670778,14.2234333
9074,46.5823867,14.1840133
9081,46.61065,14.174725
9082,46.6133333,14.1693
9100,46.6660036,14.6257179
9102,46.693265,14.58717
9103,46.7193571,14.6309714
9111,46.6937267,14.6906733
9112,46.7147718,14.7267487
9113,46.676615,14.756105
9121,46.62594,14.56878
9122,46.6117108,14.589927
9123,46.6171,14.5953
9125,46.62381,14.65492
9130,46.6185875,14.4953542
9131,46.5962088,14.4952412
9132,46.5669611,14.5170389
9133,46.5620793,14.5658414
9135,46.51325,14.5790357
9141,46.579,14.6660429
9142,46.5650889,14.7012444
9143,46.5699429,14.7419071
9150,46.6045552,14.8104862
9155,46.6235438,14.8547188
9161,46.5528,14.299913
9162,46.53254,14.25115
9163,46.5085167,14.2695
9170,46.51268,14.34894
9173,46.5278286,14.4122929
9181,46.5151333,14.1654667
9182,46.5317,14.0885833
9183,46.5361167,14.0500833
9184,46.5495727,14.0500636
9201,46.63716,14.19924
9210,46.6321333,14.1716667
9212,46.6442294,14.0988647
9220,46.6132042,14.0285292
9231,46.6481167,14.0082167
9232,46.5925824,14.0063059
9241,46.6202913,13.9597739
9300,46.7780143,14.3445114
9311,46.8114722,14.3539278
9312,46.8213833,14.3980389
9313,46.7945077,14.4136154
9314,46.7848667,14.4314381
9321,46.8386033,14.4667167
9322,46.8907167,14.4428167
9323,47.0051,14.4028
9330,46.8766211,14.4579211
9334,46.8893053,14.4924895
9335,46.9065167,14.5419833
9341,46.8894655,14.25746
9342,46.8671857,14.2425143
9343,46.8831286,14.2100857
9344,46.850005,14.197115
9345,46.8645867,14.1673733
